,id,host_id,host_name,room_type,disctricts,neighbourhoods,price,number_of_reviews,latitude,longitude,monument
246,595055,2940355,Teresa,Private room,Carabanchel,Comillas,24,19,40.39729,-3.71447,Puente de Toledo
247,597038,2952250,SofÃ­a,Entire home/apt,Retiro,Jerónimos,155,114,40.41876,-3.68852,Puerta de Alcalá
248,598771,2678039,Miguel,Entire home/apt,Arganzuela,Palos de Moguer,85,69,40.40588,-3.69631,Paseo del Prado
249,599134,1567773,Lara,Private room,Centro,Sol,30,7,40.41432,-3.70656,Plaza Mayor
250,599977,2960080,IVAN And PIETRO,Entire home/apt,Centro,Universidad,37,370,40.42469,-3.7088,Malasaña
251,600476,2184051,Emilio,Entire home/apt,Centro,Justicia,75,455,40.4201,-3.70105,Edificio Metrópolis
252,603958,2376101,Apartamentos CalleCultura,Entire home/apt,Centro,Universidad,85,3,40.42575,-3.70844,Malasaña
253,604150,2990747,RaÃºl,Entire home/apt,Salamanca,Castellana,110,2,40.4314,-3.68543,Fundación Mapfre Recoletos
254,604395,2991670,Julian,Private room,Salamanca,Guindalera,19,52,40.43547,-3.66974,Barrio de Salamanca
255,604632,2993477,Luna,Private room,Tetuán,Berruguete,29,36,40.45721,-3.70383,Estadio Santiago Bernabéu
256,605339,2783896,Ivaylo,Private room,Latina,Lucero,19,147,40.40883,-3.74118,La Latina
257,605697,2999728,Carlos,Entire home/apt,Arganzuela,Palos de Moguer,25,11,40.40402,-3.69002,Paseo del Prado
258,606923,2581715,Myriam,Private room,Moncloa - Aravaca,Aravaca,24,11,40.45121,-3.78515,Casa de Campo
259,607548,3010452,Aurora,Private room,Puente de Vallecas,Palomeras Bajas,45,3,40.39224,-3.66378,Palacio De Cristal
260,608742,3017315,Cristina,Entire home/apt,Centro,Palacio,65,413,40.41706,-3.70948,Casa de la Panaderia
261,610675,2174652,MarÃ­a,Entire home/apt,Centro,Sol,70,7,40.41794,-3.70126,Barrio de Las Letras
262,616027,3053021,Sonia,Private room,Chamartín,Prosperidad,23,74,40.44098,-3.67715,Estadio Santiago Bernabéu
263,618406,3062041,Luis,Entire home/apt,Villa de Vallecas,Santa Eugenia,60,97,40.38263,-3.61486,Calle de Alcalá
264,618576,3017315,Cristina,Entire home/apt,Centro,Palacio,70,267,40.41715,-3.71054,Palacio Real de Madrid
265,625566,2773350,Ainhoa,Entire home/apt,Arganzuela,Acacias,60,25,40.40415,-3.70411,Puente de Toledo
266,625700,2634967,Pati,Private room,Chamberí,Trafalgar,50,4,40.43322,-3.70364,Malasaña
267,627873,3117754,Natalia,Entire home/apt,Chamberí,Trafalgar,140,184,40.43086,-3.7027,Malasaña
268,628394,3121587,Ixchel,Entire home/apt,Centro,Sol,250,64,40.41653,-3.70308,Barrio de Las Letras
269,631737,3141727,Esther,Entire home/apt,Chamartín,Castilla,75,1,40.47267,-3.67553,Estadio Santiago Bernabéu
270,642863,3214130,Gloria,Private room,Centro,Universidad,45,40,40.4232,-3.70441,Gran Vía
271,642902,368907,Miguel,Entire home/apt,Chamberí,Rios Rosas,197,27,40.44153,-3.69457,Estadio Santiago Bernabéu
272,643471,3290138,Juan Jesus,Private room,Centro,Embajadores,20,53,40.41383,-3.70515,Plaza Mayor
273,644592,2991670,Julian,Private room,Salamanca,Guindalera,16,44,40.43545,-3.67156,Barrio de Salamanca
274,644603,2991670,Julian,Private room,Salamanca,Guindalera,22,45,40.43404,-3.67119,Barrio de Salamanca
275,644656,3226403,Lili,Private room,Ciudad Lineal,Pueblo Nuevo,25,0,40.4246,-3.63936,Calle de Alcalá
276,645934,3235676,Ana,Private room,Centro,Palacio,70,99,40.42084,-3.71247,Plaza de Oriente
277,647207,3244793,Lorenzo,Entire home/apt,Arganzuela,Legazpi,39,311,40.38994,-3.69309,Paseo del Prado
278,647376,1091014,Carlos JoaquÃ­n,Entire home/apt,Centro,Embajadores,125,11,40.41291,-3.70686,Plaza Mayor
279,647891,3249358,Daniel,Private room,Chamberí,Gaztambide,40,53,40.43308,-3.71233,Malasaña
280,655514,3226403,Lili,Private room,Ciudad Lineal,Pueblo Nuevo,30,0,40.42474,-3.64048,Calle de Alcalá
281,656520,1375487,Juan Carlos,Entire home/apt,Centro,Embajadores,65,24,40.40863,-3.7042,Barrio de Las Letras
282,659887,3329487,NicolÃ¡s,Private room,Retiro,Pacífico,29,5,40.40416,-3.68172,Paseo del Prado
283,661688,845399,Daniel,Private room,Centro,Universidad,30,85,40.42274,-3.70298,Gran Vía
284,663761,3352121,Fran&Joni,Private room,Villa de Vallecas,Casco Histórico de Vallecas,22,4,40.37254,-3.62278,Palacio De Cristal
285,668753,3385307,Iguacel,Private room,Chamberí,Trafalgar,45,78,40.43143,-3.70215,Malasaña
286,675713,3432379,Rafael,Entire home/apt,Centro,Cortes,80,9,40.415,-3.69808,Barrio de Las Letras
287,676566,3317937,FÃ©lix,Entire home/apt,Retiro,Pacífico,75,87,40.40392,-3.68147,Paseo del Prado
288,678732,2417075,Alejandro Y Nelia,Entire home/apt,Chamberí,Trafalgar,149,304,40.43302,-3.70336,Malasaña
289,680784,3466426,Pedro,Private room,Centro,Universidad,45,7,40.42242,-3.7059,Gran Vía
290,681336,3469687,Jose,Entire home/apt,Moncloa - Aravaca,Argüelles,80,20,40.4292,-3.71778,Templo de Debod
291,683208,9228673,Home At Homes,Entire home/apt,Salamanca,Lista,210,51,40.43302,-3.67725,Barrio de Salamanca
292,683401,3483233,Maria,Private room,Puente de Vallecas,Numancia,25,5,40.3973,-3.66253,Palacio De Cristal
293,683969,3487329,KMitocondria,Entire home/apt,Carabanchel,Puerta Bonita,20,1,40.37754,-3.74276,La Latina
294,684564,1941314,Xavier,Entire home/apt,Centro,Palacio,108,134,40.41853,-3.70927,Plaza de Oriente
295,685152,3494012,Farah Maria,Entire home/apt,Hortaleza,Pinar del Rey,155,61,40.46776,-3.65147,Estadio Santiago Bernabéu
296,686041,3508577,Eva,Private room,Hortaleza,Valdefuentes,40,12,40.49129,-3.64937,Estadio Santiago Bernabéu
297,688795,1732442,Anouk,Entire home/apt,Centro,Sol,75,109,40.41703,-3.70656,Casa de la Panaderia
298,689099,3357259,Mercedes,Private room,Ciudad Lineal,Costillares,40,15,40.47546,-3.67267,Estadio Santiago Bernabéu
299,691344,655088,Elsa,Private room,Arganzuela,Delicias,23,72,40.40045,-3.69696,Paseo del Prado
300,691458,655088,Elsa,Private room,Arganzuela,Delicias,37,21,40.40047,-3.69574,Paseo del Prado
301,692358,3540348,Angeles & RomÃ¡n,Entire home/apt,Villaverde,Los Angeles,98,151,40.36121,-3.69627,Puente de Toledo
302,692855,3544353,Miguel,Entire home/apt,Centro,Palacio,75,210,40.41263,-3.70942,Plaza Mayor
303,694867,3540348,Angeles & RomÃ¡n,Entire home/apt,Villaverde,Los Angeles,75,145,40.3556,-3.69829,Puente de Toledo
304,695909,3021792,Jose,Entire home/apt,Centro,Universidad,80,192,40.42557,-3.7055,Malasaña
305,696928,3569462,Claudia,Shared room,Salamanca,Lista,60,45,40.43053,-3.67277,Barrio de Salamanca
306,697858,3571619,Fernando,Private room,Tetuán,Bellas Vistas,35,32,40.4565,-3.70814,Estadio Santiago Bernabéu
307,700756,3534151,Eva,Entire home/apt,Retiro,Adelfas,65,209,40.39912,-3.67007,Palacio De Cristal
308,704155,3606346,JosÃ©,Entire home/apt,Centro,Embajadores,73,232,40.41331,-3.7051,Plaza Mayor
309,706835,3483233,Maria,Private room,Puente de Vallecas,Numancia,25,10,40.39707,-3.66243,Palacio De Cristal
310,707232,3477002,Carmen,Private room,Chamberí,Vallehermoso,60,61,40.44121,-3.71228,Malasaña
311,707670,3540591,Max,Entire home/apt,Centro,Universidad,70,11,40.4292,-3.70674,Malasaña
312,708275,2785251,Susana,Entire home/apt,Chamartín,El Viso,50,5,40.44371,-3.68319,Estadio Santiago Bernabéu
313,709208,3648882,Luz,Entire home/apt,Centro,Sol,69,512,40.41674,-3.70743,Casa de la Panaderia
314,710156,3654886,Sara,Private room,Barajas,Alameda de Osuna,29,176,40.45347,-3.59199,Calle de Alcalá
315,710870,3654108,Gudula,Private room,Chamberí,Arapiles,23,426,40.43553,-3.71006,Malasaña
316,714983,2747005,Maribel,Entire home/apt,Moratalaz,Media Legua,125,54,40.41168,-3.65315,Barrio de Salamanca
317,715965,3689490,Eva,Entire home/apt,Centro,Sol,99,19,40.41521,-3.70333,Barrio de Las Letras
318,716232,2747005,Maribel,Entire home/apt,Ciudad Lineal,Concepción,85,22,40.43716,-3.65187,Barrio de Salamanca
319,716292,3691303,Paloma,Entire home/apt,Centro,Universidad,72,73,40.42497,-3.70271,Malasaña
320,717313,3698406,Arman,Entire home/apt,Centro,Palacio,100,147,40.41173,-3.71225,Cripta de la Almudena
321,721057,1954334,Mike,Entire home/apt,Centro,Embajadores,55,593,40.40912,-3.70064,Barrio de Las Letras
322,721377,3724500,Lucrecia,Entire home/apt,Fuencarral - El Pardo,Valverde,50,24,40.50171,-3.6903,Estadio Santiago Bernabéu
323,722199,3726310,Alex,Private room,Puente de Vallecas,Entrevías,22,1,40.37979,-3.67426,Paseo del Prado
324,723088,2555202,Norah,Entire home/apt,Centro,Justicia,75,150,40.42556,-3.70067,Malasaña
325,724700,3746437,Nuria,Entire home/apt,Centro,Embajadores,60,28,40.4115,-3.7037,Barrio de Las Letras
326,726408,3759135,Alex,Entire home/apt,Ciudad Lineal,San Juan Bautista,130,17,40.44934,-3.65271,Calle de Alcalá
327,726951,2172169,Eva,Entire home/apt,Centro,Universidad,60,1,40.42284,-3.70385,Gran Vía
328,727588,498646,Irma,Entire home/apt,Puente de Vallecas,San Diego,43,18,40.39216,-3.67177,Paseo del Prado
329,728978,1566057,Angel L.,Entire home/apt,Centro,Embajadores,80,174,40.41184,-3.69956,Barrio de Las Letras
330,730347,3797913,Rocio,Entire home/apt,Centro,Sol,140,153,40.41611,-3.70746,Casa de la Panaderia
331,730502,3797913,Rocio,Entire home/apt,Centro,Palacio,140,19,40.41943,-3.7122,Plaza de Oriente
332,730568,3797913,Rocio,Entire home/apt,Centro,Sol,150,20,40.41853,-3.7079,Gran Vía
333,733312,3730591,Eva MÂª,Entire home/apt,Chamberí,Rios Rosas,50,15,40.44024,-3.70138,Malasaña
334,733365,3821608,Charo,Private room,Chamberí,Trafalgar,35,44,40.43658,-3.70355,Malasaña
335,734053,3825783,Elisa,Private room,Retiro,Ibiza,50,2,40.41762,-3.67426,Monumento a Alfonso XII
336,738837,3771869,Alix,Entire home/apt,Centro,Embajadores,48,122,40.40852,-3.70354,Barrio de Las Letras
337,740200,2952250,SofÃ­a,Entire home/apt,Salamanca,Recoletos,194,13,40.42155,-3.68889,Puerta de Alcalá
338,743650,2236658,Susana,Private room,Centro,Embajadores,25,245,40.41139,-3.70067,Barrio de Las Letras
339,745609,1735664,Enrique,Entire home/apt,Centro,Embajadores,110,98,40.41274,-3.70106,Barrio de Las Letras
340,745664,3591751,Fernando,Private room,Arganzuela,Acacias,35,371,40.40391,-3.70545,Puente de Toledo
341,745728,3797913,Rocio,Entire home/apt,Centro,Sol,250,89,40.41805,-3.70765,Casa de la Panaderia
342,746742,1719263,Leticia,Entire home/apt,Centro,Cortes,100,26,40.41532,-3.69523,Edificio Metrópolis
343,747873,1625657,Matias,Entire home/apt,Centro,Universidad,85,246,40.4218,-3.70627,Gran Vía
344,748854,1888816,Margarita Y MarÃ­a,Private room,Arganzuela,Acacias,24,134,40.40393,-3.70332,Puente de Toledo
345,750257,130907,Dana,Entire home/apt,Centro,Universidad,75,23,40.42076,-3.70418,Gran Vía
346,751527,3951702,Juan Antonio,Entire home/apt,Centro,Universidad,205,54,40.4262,-3.71224,Museo Cerralbo
347,751530,3898452,Consuelo,Entire home/apt,Centro,Sol,59,406,40.41448,-3.70681,Plaza Mayor
348,752424,216570,Miguel,Entire home/apt,Centro,Embajadores,110,113,40.40756,-3.70892,Plaza Mayor
349,752515,3438657,Ãureo,Entire home/apt,Centro,Embajadores,50,209,40.4101,-3.70455,Plaza Mayor
350,752883,3960415,Cristina,Private room,Latina,Puerta del Angel,45,0,40.40784,-3.73031,La Latina
351,754678,3961468,Domingo,Entire home/apt,Centro,Cortes,135,236,40.41233,-3.69649,Barrio de Las Letras
352,755535,2536524,Marina,Private room,San Blas - Canillejas,Arcos,42,15,40.42789,-3.61486,Calle de Alcalá
353,755587,3898452,Consuelo,Entire home/apt,Centro,Sol,59,385,40.4144,-3.70686,Plaza Mayor
354,756143,1650712,Ximena,Entire home/apt,Centro,Embajadores,104,34,40.41312,-3.7052,Plaza Mayor
355,756257,596469,Gabriel Avalos,Hotel room,Centro,Universidad,100,13,40.42751,-3.70345,Malasaña
356,756707,3983613,Raul,Entire home/apt,Centro,Palacio,110,172,40.41607,-3.70902,Casa de la Panaderia
357,758670,2536524,Marina,Private room,San Blas - Canillejas,Arcos,27,17,40.42702,-3.61604,Calle de Alcalá
358,758823,3998859,Marta,Entire home/apt,Salamanca,Goya,100,185,40.4246,-3.67928,Monumento a Alfonso XII
359,759575,690223,Alejandro,Entire home/apt,Centro,Justicia,104,56,40.4225,-3.70031,Edificio Metrópolis
360,760482,4008643,Antonio : Smart Apartments Madrid,Entire home/apt,Tetuán,Castillejos,145,87,40.45877,-3.69482,Estadio Santiago Bernabéu
361,761015,2670977,Juan,Entire home/apt,Centro,Palacio,70,45,40.40888,-3.71372,Cripta de la Almudena
362,761159,4012290,Alberto,Entire home/apt,Centro,Sol,59,398,40.415,-3.70754,Plaza Mayor
363,762701,378073,Alvaro,Entire home/apt,Centro,Sol,85,38,40.41487,-3.70614,Plaza Mayor
364,763214,4032439,Maria,Entire home/apt,Centro,Palacio,65,78,40.40848,-3.71559,Cripta de la Almudena
365,766160,4036376,Ana,Entire home/apt,Centro,Embajadores,58,319,40.41214,-3.69996,Barrio de Las Letras
366,768311,4053105,BegoÃ±a,Entire home/apt,Centro,Palacio,61,122,40.41167,-3.70824,Plaza Mayor
367,769210,2695144,May,Private room,Hortaleza,Piovera,28,19,40.46239,-3.62981,Calle de Alcalá
368,771364,4069734,Maria,Entire home/apt,Centro,Cortes,48,5,40.41185,-3.69366,Paseo del Prado
369,772646,3606346,JosÃ©,Entire home/apt,Centro,Embajadores,73,160,40.41365,-3.70505,Plaza Mayor
370,773608,2991925,"Diego, Luca & Co",Private room,Centro,Justicia,35,34,40.42689,-3.6997,Malasaña
371,773861,1732442,Anouk,Entire home/apt,Centro,Embajadores,75,128,40.41216,-3.69985,Barrio de Las Letras
372,773990,4083688,Mari Paz,Entire home/apt,Centro,Embajadores,49,192,40.41051,-3.7024,Barrio de Las Letras
373,774008,4083766,Sonia,Private room,Ciudad Lineal,Costillares,34,0,40.48015,-3.66824,Estadio Santiago Bernabéu
374,774356,3214130,Gloria,Private room,Centro,Universidad,50,0,40.42464,-3.70515,Malasaña
375,779960,4112877,Susa,Entire home/apt,Centro,Embajadores,95,141,40.40885,-3.69926,Paseo del Prado
376,780397,4068975,Alvaro,Entire home/apt,Arganzuela,Palos de Moguer,145,22,40.40319,-3.69654,Paseo del Prado
377,781012,4118311,Esther,Private room,Centro,Embajadores,35,26,40.40674,-3.71048,Puente de Toledo
378,781604,4103866,Inmaculada,Private room,Tetuán,Valdeacederas,40,30,40.46789,-3.70672,Estadio Santiago Bernabéu
379,781665,4103866,Inmaculada,Private room,Tetuán,Valdeacederas,30,37,40.46925,-3.70786,Estadio Santiago Bernabéu
380,782797,4128029,Nuria,Private room,Centro,Universidad,40,40,40.42342,-3.70576,Gran Vía
381,783647,4132185,Pilar,Private room,Ciudad Lineal,Costillares,24,21,40.47792,-3.66683,Estadio Santiago Bernabéu
382,783752,2991925,"Diego, Luca & Co",Private room,Centro,Universidad,33,43,40.42426,-3.70278,Malasaña
383,785506,378073,Alvaro,Entire home/apt,Retiro,Jerónimos,85,21,40.41301,-3.68913,Paseo del Prado
384,789681,4161237,Isabel,Entire home/apt,Centro,Cortes,80,118,40.41812,-3.69927,Edificio Metrópolis
385,793618,4180632,Heima,Entire home/apt,Centro,Palacio,220,317,40.41103,-3.71201,Cripta de la Almudena
386,793622,4181071,Jorge,Entire home/apt,Centro,Palacio,65,41,40.42134,-3.71149,Plaza de Oriente
387,797030,4198169,Willem,Entire home/apt,San Blas - Canillejas,Simancas,45,218,40.43638,-3.63344,Calle de Alcalá
388,798091,4203067,David,Entire home/apt,Centro,Sol,80,229,40.41499,-3.7078,Plaza Mayor
389,804681,4235741,Carlos,Private room,Barajas,Timón,28,1,40.47219,-3.58758,Calle de Alcalá
390,809554,630482,Raquel,Private room,Carabanchel,San Isidro,20,162,40.39384,-3.72323,Puente de Toledo
391,814586,4277536,Miguel,Entire home/apt,Centro,Justicia,87,131,40.42184,-3.69861,Edificio Metrópolis
392,814647,4159117,Raquel,Private room,San Blas - Canillejas,Salvador,30,0,40.44167,-3.63375,Calle de Alcalá
393,814870,4281126,Carmen,Private room,Retiro,Jerónimos,20,22,40.40802,-3.68451,Paseo del Prado
394,815818,4286142,Juan & Ricardo,Entire home/apt,Centro,Justicia,85,233,40.42132,-3.69977,Edificio Metrópolis
395,817184,4292037,Miguel,Entire home/apt,Centro,Cortes,50,232,40.41091,-3.69481,Paseo del Prado
396,817848,4295642,Luisa,Entire home/apt,Centro,Justicia,65,197,40.42329,-3.69624,Fundación Mapfre Recoletos
397,819738,4305310,BegoÃ±a,Entire home/apt,Centro,Palacio,95,51,40.42041,-3.70874,Gran Vía
398,820642,1341870,Charles,Entire home/apt,Centro,Universidad,129,122,40.42609,-3.70399,Malasaña
399,821556,4211443,Amalia,Private room,Centro,Embajadores,65,4,40.41343,-3.70669,Plaza Mayor
400,821860,4280501,Mariano,Private room,Centro,Embajadores,59,361,40.411,-3.70493,Plaza Mayor
401,823321,4305310,BegoÃ±a,Entire home/apt,Centro,Palacio,75,49,40.41991,-3.71037,Plaza de Oriente
402,828095,2333408,Lilliana,Private room,San Blas - Canillejas,Salvador,12,4,40.44163,-3.63629,Calle de Alcalá
403,831616,4354906,Carine,Entire home/apt,Centro,Embajadores,65,36,40.41023,-3.69755,Paseo del Prado
404,832102,4356259,RocÃ­o,Entire home/apt,Chamberí,Almagro,65,8,40.43611,-3.69688,Malasaña
405,833871,4292037,Miguel,Entire home/apt,Centro,Universidad,55,165,40.42571,-3.70393,Malasaña
406,834562,4365768,Vicente,Entire home/apt,Barajas,Timón,110,159,40.46906,-3.58387,Calle de Alcalá
407,834675,4190662,Victoria,Private room,Puente de Vallecas,San Diego,25,108,40.39791,-3.6689,Palacio De Cristal
408,835333,153391,Fernando,Entire home/apt,Centro,Sol,67,218,40.42011,-3.7071,Gran Vía
409,837183,4310374,Jose,Entire home/apt,Moncloa - Aravaca,Argüelles,125,134,40.42698,-3.71473,Museo Cerralbo
410,838698,4281126,Carmen,Private room,Retiro,Jerónimos,25,469,40.40764,-3.68445,Paseo del Prado
411,838712,4281126,Carmen,Private room,Retiro,Jerónimos,20,188,40.40785,-3.68407,Palacio De Cristal
412,840479,4084426,Agus,Entire home/apt,Centro,Universidad,130,3,40.42183,-3.70278,Gran Vía
413,840517,4084426,Agus,Entire home/apt,Centro,Universidad,90,24,40.42128,-3.70171,Gran Vía
414,840561,4279976,MarÃ­a,Entire home/apt,Moncloa - Aravaca,Ciudad Universitaria,96,6,40.44802,-3.70885,Estadio Santiago Bernabéu
415,840844,3298293,Javier,Entire home/apt,Salamanca,Recoletos,200,14,40.42306,-3.68651,Puerta de Alcalá
416,843700,4211443,Amalia,Private room,Centro,Embajadores,65,12,40.41338,-3.70617,Plaza Mayor
417,843729,4211443,Amalia,Entire home/apt,Centro,Palacio,115,177,40.41312,-3.70759,Plaza Mayor
418,844856,4410687,Luis Manuel,Entire home/apt,Centro,Palacio,62,32,40.41707,-3.70881,Casa de la Panaderia
419,846558,2489796,Ernesto,Private room,Centro,Sol,40,532,40.41939,-3.70104,Edificio Metrópolis
420,847252,4424170,Isabel,Entire home/apt,Ciudad Lineal,San Juan Bautista,49,76,40.44942,-3.65986,Estadio Santiago Bernabéu
421,847273,4424222,Francisco,Entire home/apt,Moratalaz,Vinateros,140,68,40.40538,-3.65036,Palacio De Cristal
422,847724,1331093,Hector Miguel,Private room,Centro,Palacio,60,1,40.41968,-3.71203,Plaza de Oriente
423,848480,153391,Fernando,Entire home/apt,Centro,Sol,155,50,40.42007,-3.70679,Gran Vía
424,849939,4433597,Lucas,Private room,Centro,Embajadores,30,16,40.4091,-3.70828,Plaza Mayor
425,851311,4424070,FermÃ­n,Entire home/apt,Centro,Universidad,65,26,40.42296,-3.70442,Gran Vía
426,852607,3726732,Javier,Entire home/apt,Centro,Sol,59,96,40.41872,-3.70047,Edificio Metrópolis
427,852623,3726732,Javier,Entire home/apt,Centro,Sol,107,43,40.41849,-3.70122,Edificio Metrópolis
428,852636,3726732,Javier,Entire home/apt,Centro,Sol,57,121,40.41878,-3.70126,Edificio Metrópolis
429,852654,3726732,Javier,Entire home/apt,Centro,Sol,67,138,40.41882,-3.70107,Edificio Metrópolis
430,852660,3726732,Javier,Entire home/apt,Centro,Sol,68,100,40.4188,-3.70006,Edificio Metrópolis
431,853804,4247556,Julio,Entire home/apt,Centro,Universidad,95,49,40.42918,-3.70898,Malasaña
432,856669,584351,Pablo,Entire home/apt,Centro,Cortes,70,76,40.41403,-3.70121,Barrio de Las Letras
433,859800,4502639,Christian,Private room,San Blas - Canillejas,Rejas,48,2,40.44366,-3.57361,Calle de Alcalá
434,861590,1714750,S & L,Entire home/apt,Centro,Cortes,140,297,40.41433,-3.70161,Barrio de Las Letras
435,862462,2456671,JosÃ© & MarÃ­a,Entire home/apt,Centro,Palacio,60,254,40.40994,-3.71037,Plaza Mayor
436,862752,4522970,JosÃ©,Private room,Arganzuela,Palos de Moguer,40,125,40.40306,-3.69702,Paseo del Prado
437,864488,3631892,Juan Carlos,Entire home/apt,Centro,Embajadores,49,289,40.40865,-3.70196,Barrio de Las Letras
438,865387,2668849,Sergio,Entire home/apt,Centro,Embajadores,31,39,40.41103,-3.70248,Barrio de Las Letras
439,867629,2419618,Luis,Private room,Centro,Palacio,40,29,40.42153,-3.71095,Museo Cerralbo
440,868776,4312150,Laura,Entire home/apt,Centro,Embajadores,55,212,40.40982,-3.70326,Barrio de Las Letras
